Timestamp,How old are you?,What industry do you work in?,Job title,What is your annual salary?,Please indicate the currency,Where are you located? (City/state/country),How many years of post-college professional work experience do you have?
4/26/2019 8:19:37,25-34,Nonprofit,Database Manager,56000,USD,"Austin, TX, US",5-7 years
4/26/2019 8:20:45,25-34,Energy,Electrical Engineer,103500,USD,"Boston MA, USA",8 - 10 years
4/26/2019 8:21:38,35-44,Environmental non-profit,Community engagement manager,40000,USD,Cincinnati Ohio USA,11 - 20 years
4/26/2019 8:27:23,25-34,Nonprofit,Member Services Rep,"36,500",USD,"Madison, WI USA",2 - 4 years
4/26/2019 8:29:26,25-34,FInance/Call centre,Call centre consultant,50000,AUD/NZD,Melbourne ,2 - 4 years
4/26/2019 8:36:59,25-34,Non-profit,Director of Special Events & Marketing,"50,500",USD,"Elgin, IL, USA",5-7 years
4/26/2019 8:42:18,25-34,"International Education, non-profit",Senior Program Officer,"58,500",USD,New York/NY/USA,5-7 years
4/26/2019 8:43:25,25-34,Academia,PhD Candidate,32300,USD,"Stockholm, Sweden",2 - 4 years
4/26/2019 8:48:24,18-24,Libraries,Desk Clerk/Page,"$23,000",USD,"Ann Arbor, MI, USA",1 year or less
4/26/2019 8:49:26,25-34,Publishing ,International Publishing Manager ,34000,GBP,London ,2 - 4 years
4/26/2019 8:50:14,25-34,Legal,Business Development Coordination,"40.5k (brut) plus benefits, bonus + double pecule",EUR,"Brussels, Belgium (Europe)",2 - 4 years
4/26/2019 8:50:37,35-44,Financial Services,"Vice President, Talent Acquisition",110000,CAD,"Toronto, Canada",11 - 20 years
4/26/2019 8:54:18,35-44,local government,assistant staff officer,"€41,000",EUR,ireland,11 - 20 years
4/26/2019 8:54:51,25-34,Public Relations,Freelance,"250,000",USD,"Ancram, NY, USA",8 - 10 years
4/26/2019 8:58:20,25-34,Post-secondary Education,Counsellor/Psychotherapist,75560,CAD,"Ontario, Canada",5-7 years
4/26/2019 9:01:07,25-34,Healthcare/Non-profit,Sr. Manager,77500,USD,"Washington, DC",8 - 10 years
4/26/2019 9:01:21,25-34,Healthcare,Office Manager,"41,000",USD,Central Florida/USA,5-7 years
4/26/2019 9:04:33,18-24,Scientific academic research,Graduate Research Assistant,28000,USD,Baltimore MD USA,2 - 4 years
4/26/2019 9:04:55,35-44,Software,Senior Technical Writer,65971,USD,Atlanta/GA/USA,2 - 4 years
4/26/2019 9:05:59,25-34,financial services,research librarian,"54,000",USD,Kansas City,5-7 years
4/26/2019 9:07:03,25-34,Higher Ed,Senior Lecturer ,"69,000",USD,Washington DC,5-7 years
4/26/2019 9:12:46,25-34,Healthcare,Administration Manager,26220,GBP,"Brighton, UK",1 year or less
4/26/2019 9:15:38,35-44,IT / web development,QA engineer,110000,USD,Reston/ Virginia /usa,11 - 20 years
4/26/2019 9:17:14,35-44,IT consulting ,Principal Consultant ,"195,000",USD,"Philadelphia, PA, USA",11 - 20 years
4/26/2019 9:18:13,25-34,International development,Program Manager,"70,500",USD,"Washington, DC",8 - 10 years
4/26/2019 9:20:28,25-34,Finance,Systems Engineer,75000,USD,"New York, NY USA",2 - 4 years
4/26/2019 9:23:06,18-24,State Government,Employee Service Assistant,31000,USD,"South Dakota, USA",1 year or less
4/26/2019 9:25:28,35-44,Law,Attorney,120000,USD,"Los Angeles, CA, USA",11 - 20 years
4/26/2019 9:27:37,25-34,Publishing,Associate Director,801600,USD,New York/NY/USA,11 - 20 years
4/26/2019 9:28:54,35-44,marketing,account mananger,40000,GBP,London,11 - 20 years
4/26/2019 9:29:39,25-34,Legal,Paralegal,100000,USD,"Berkeley, CA",11 - 20 years
4/26/2019 9:31:19,25-34,Banking,Associate,100000,USD,"Cary, NC, USW",8 - 10 years
4/26/2019 9:31:55,35-44,Nonprofit,Marketing Director,"55,000",USD,"Salem, Oregon, USA",11 - 20 years
4/26/2019 9:32:45,35-44,IT,Software Developer,51000,EUR,Germany,5-7 years
4/26/2019 9:34:34,25-34,Nonprofit (childcare/youth development),Family Engagement Program Director,46300,USD,"Twin cities, MN, USA",5-7 years
4/26/2019 9:35:39,25-34,Law,Formalities Specialist,"45,000",USD,"Alexandria, VA, USA",8 - 10 years
4/26/2019 9:38:56,25-34,Nonprofit,Volunteer & Community Engagement Manager,"33,280",USD,Minneapolis/Minnesota/USA,5-7 years
4/26/2019 9:40:24,35-44,,Projecg Manager,"80,500",USD,,11 - 20 years
4/26/2019 9:40:50,25-34,Mental health housing,Program director ,"51,500",USD,"Rochester, NY",2 - 4 years
4/26/2019 9:42:13,25-34,Healthcare,Technical Solutions Engineer,120000,USD,Wisconsin,5-7 years
4/26/2019 9:42:55,25-34,Academia,Assistant Professor,130000,USD,"New York, NY, USA",2 - 4 years
4/26/2019 9:43:03,35-44,Software/Tech,Senior Marketing Campaign Lead,"97,050",USD,"Minneapolis, MN, USA",11 - 20 years
4/26/2019 9:43:24,45-54,Nonprofit legal,Staff attorney,"$86,000",USD,"Oakland, CA, USA",21 - 30 years
4/26/2019 9:45:01,35-44,Software/Tech,Senior Marketing Campaign Lead,"97,050",USD,"Minneapolis, MN, USA",11 - 20 years
4/26/2019 9:45:57,25-34,Arts Marketing ,Marketing & Promotions Manager ,31500,GBP,London ,5-7 years
4/26/2019 9:48:09,18-24,University,Compliance Officer,28000,GBP,"Leeds, England",2 - 4 years
4/26/2019 9:48:55,25-34,Non-Profit International Development,Senior Program Coordinator,"70,000",USD,"Washington, DC",8 - 10 years
4/26/2019 9:50:46,18-24,Engineering Consulting,Environmental Project Manager,"67,000",USD,"Chantilly, VA, USA",2 - 4 years
4/26/2019 9:54:12,35-44,Nonprofit,Communications Manager,72100,USD,Washington DC,11 - 20 years
4/26/2019 9:55:14,25-34,Healthcare,Pharmacy technician,34000,USD,Indianapolis/IN/USA,2 - 4 years
4/26/2019 9:55:15,55-64,Healthcare Education ,Program Director,72000,USD,"Newport News, VA",21 - 30 years
4/26/2019 9:56:37,25-34,Non-profit,Senior Manager of Volunteer Services,41000,USD,Tampa Fl US,5-7 years
4/26/2019 10:00:09,25-34,Insurance,Account coordinator,"42,500",USD,"Richmond, VA",5-7 years
4/26/2019 10:01:53,25-34,Communication,Billing administrator,168000,ZAR,South Africa,8 - 10 years
4/26/2019 10:06:27,35-44,Non profit advocacy,Policy Director,78000,USD,Austin texas,11 - 20 years
4/26/2019 10:09:34,25-34,Education,Associate Editor,50000,USD,"Seattle, WA, USA",5-7 years
4/26/2019 10:10:40,35-44,publishing,editorial assistant,24000,GBP,"Oxford, UK",5-7 years
4/26/2019 10:14:22,25-34,Higher Education,HR Manager,"70,000",USD,"Boston, MA",8 - 10 years
4/26/2019 10:15:12,35-44,Consulting ,Director,"$253,000",USD,San Francisco ,8 - 10 years
4/26/2019 10:20:07,35-44,public relations,Senior Content Strategist,70000,USD,"Minneapolis, MN",11 - 20 years
4/26/2019 10:20:56,25-34,Pharmacy,Pharmacist Manager,80000,AUD/NZD,"Toowoomba, Queensland, Australia",11 - 20 years
4/26/2019 10:21:33,25-34,Museum/Higher Ed,Director ,61800,USD,"Philadelphia, PA, United States",11 - 20 years
4/26/2019 10:22:47,25-34,Non profit environmental ,Program director ,42000,USD,California ,11 - 20 years
4/26/2019 10:23:34,35-44,Banking,Assistant Branch Manager,40462.5,USD,"Auburn, MA, USA",11 - 20 years
4/26/2019 10:24:31,25-34,Non profit environmental ,Program director ,42000,USD,California ,11 - 20 years
4/26/2019 10:24:51,45-54,BPO,Corporate Trainer,"47,500",USD,"Austin, TX",11 - 20 years
4/26/2019 10:27:59,45-54,Government,Grant/Marketing Specialist,71000,USD,"Denver, CO",21 - 30 years
4/26/2019 10:29:38,35-44,Software,Product Designer,132000,USD,Boston,11 - 20 years
4/26/2019 10:30:11,25-34,Property Management,Data Processor,27040,USD,"Manchester, NH USA",2 - 4 years
4/26/2019 10:30:15,35-44,Museum and Archives,Archivist,55000,USD,"Baltimore, Maryland, USA",8 - 10 years
4/26/2019 10:35:50,25-34,Public Safety,Training Specialist,50849,USD,"Greensboro, NC",11 - 20 years
4/26/2019 10:36:00,25-34,Non-profit,Fundraiser,"$60,000",USD,NH,11 - 20 years
4/26/2019 10:37:44,25-34,Retail,Business Analyst,68000,USD,"Charlotte, NC",2 - 4 years
4/26/2019 10:39:32,18-24,Tech,SEO ,110000,USD,,2 - 4 years
4/26/2019 10:42:50,25-34,Higher Education,Chief of Staff,"$128,000",USD,"New York, NY",8 - 10 years
4/26/2019 10:42:59,45-54,Nonprofit ,Deputy Director ,62450,USD,Washington DC,11 - 20 years
4/26/2019 10:43:05,35-44,higher education,Director of Corporate and Foundation Relations,"108,000",USD,"Newark, DE",11 - 20 years
4/26/2019 10:43:16,25-34,Higher Education,Outreach Specialist,43000,USD,"Platteville, WI, US",8 - 10 years
4/26/2019 10:43:24,35-44,Higher Education Facilities,Associate Director,160000,USD,"San Francisco Bay Area, CA, USA",11 - 20 years
4/26/2019 10:43:27,45-54,Nonprofit ,Deputy Director ,62450,USD,Washington DC,11 - 20 years
4/26/2019 10:45:54,55-64,Utilities,Billing Operations Manager,105000,USD,"Orlando, Florida, USA",21 - 30 years
4/26/2019 10:46:04,35-44,Electronic ,Mechanical engineer,210000,USD,United States,8 - 10 years
4/26/2019 10:47:11,35-44,Non profit ,Senior Manager Philanthropy ,95k,CAD,Vancouver Canada,8 - 10 years
4/26/2019 10:47:12,25-34,Pharmaceutical software,Scientific software developer,36900,GBP,"Cambridge, UK",1 year or less
4/26/2019 10:48:01,25-34,Advertising / Marketing ,Research Manager,81600,USD,"New York, NY",8 - 10 years
4/26/2019 10:51:18,35-44,Federal Government,Intelligence Analyst,"120,000",USD,"Buffalo, NY",21 - 30 years
4/26/2019 10:51:19,25-34,Media,Strategist,51000,USD,New York CIty,2 - 4 years
4/26/2019 10:52:09,25-34,CPG,Digital Product Manager,"$129,000",USD,Dallas/Texas/USA,8 - 10 years
4/26/2019 10:52:33,35-44,Media,Senior Creative Strategist,"90,ooo",USD,"New York, NY",8 - 10 years
4/26/2019 10:53:38,45-54,Finance,"Director, UX Design",153000,USD,Raleigh NC,21 - 30 years
4/26/2019 10:54:32,25-34,Nonprofit,Associate Director of Individual Giving,"65,000",USD,Chicago,5-7 years
4/26/2019 10:55:50,25-34,Higher Education,Study Abroad Advisor,"45,000",USD,Urbana/Illinois/USA,8 - 10 years
4/26/2019 10:56:53,25-34,Government/Municipal,Administrative Assistant,"$54,184.00",USD,"Branford, CT, United States",11 - 20 years
4/26/2019 10:57:14,35-44,Cloud Computing,Program Manager,125000,EUR,Dusseldorf / Germany,21 - 30 years
4/26/2019 10:58:26,25-34,Food and beverage ,Performance Analyst,"80,000",USD,,2 - 4 years
4/26/2019 10:58:47,25-34,Energy,Analyst,"80,000",USD,"Houston, TX USA",2 - 4 years
4/26/2019 10:58:58,55-64,Entertainment,Entertainer,1.800.000,Other,Argentina,21 - 30 years
4/26/2019 11:02:02,35-44,Technology,Software Engineer,94667,USD,Bellevue/WA/USA,2 - 4 years
4/26/2019 11:02:22,25-34,Marketing,Senior Content Strategist,"80,000",USD,"New York, NY, USA",5-7 years
4/26/2019 11:03:00,25-34,Manufacturing,Office Manager,"48,000",USD,"Pittsburgh, PA USA",8 - 10 years
4/26/2019 11:03:24,35-44,Academia,Library Specialist at an academic library,"$34,000",USD,Harrisonburg VA 22802,8 - 10 years
4/26/2019 11:03:37,35-44,Technology,Head of IT,130000,USD,"Boston, MA, USA",11 - 20 years
4/26/2019 11:03:51,45-54,finance,portfolio manager,"400,000",USD,Toronto,21 - 30 years
4/26/2019 11:04:40,25-34,Government/Civil Service,Policy Officer (HEO grade),"32,500",GBP,"London, United Kingdom",5-7 years
4/26/2019 11:06:51,25-34,Tech,Marketing Operations Manager,84000,USD,"Denver, CO, USA",5-7 years
4/26/2019 11:07:17,25-34,Marketing,Associate,"$65,000",USD,,2 - 4 years
4/26/2019 11:07:40,35-44,Higher Education,Senior Cyber Security Advisor,48677,GBP,"Southampton, UK",11 - 20 years
4/26/2019 11:08:19,25-34,Manufacturing,Product Manager,160000,USD,"Chicago, IL USA",5-7 years
4/26/2019 11:08:30,45-54,Insurance,Executive Assistant,"$70,000",USD,Wausau/Wisconsin/ USA,31 - 40 years
4/26/2019 11:09:28,25-34,Education,Digital Content Specialist,52000,USD,"Minneapolis, MN",5-7 years
4/26/2019 11:09:50,25-34,University Communications,Assistant Writer and Editor,"$45,000",USD,Raleigh/NC/USA,2 - 4 years
4/26/2019 11:11:16,25-34,public health nonprofit,program administrator,"67,000",USD,"oakland, ca",2 - 4 years
4/26/2019 11:11:53,25-34,Health food manufacturers ,Regulatory Affairs Supervisor,"67,000",USD,"Green Bay, WI 54302",8 - 10 years
4/26/2019 11:15:13,45-54,Local government/natural resources,Resource Conservationist,"60,700",USD,Kalispell/MT/USA,8 - 10 years
4/26/2019 11:15:31,35-44,IT,Front end Developer,88000,USD,"Oslo, Norway",11 - 20 years
4/26/2019 11:15:36,55-64,nonprofit,advocacy director,"56,000",USD,"potomac, md",2 - 4 years
4/26/2019 11:16:07,25-34,Libraries,Library Officer,"18,000",GBP,"Leeds, UK",2 - 4 years
4/26/2019 11:16:12,18-24,Events,Event Planner,"65,000",USD,"New York, NY , USA",2 - 4 years
4/26/2019 11:17:50,25-34,Engineering Consulting,Project Manager,120000,CAD,"Vancouver, BC, Canada",8 - 10 years
4/26/2019 11:17:51,35-44,Finance,Data Strategist,135000,EUR,the Netherlands,5-7 years
4/26/2019 11:18:36,25-34,Non-profit,"Senior Associate, Vaccines Cold Chain Management Systems","46,700",USD,"Yaounde, Cameroon",5-7 years
4/26/2019 11:18:57,25-34,Information services/public services,Library Technician,58000,CAD,,11 - 20 years
4/26/2019 11:20:46,25-34,Entertainment,Producer,55000,USD,"Los Angeles, CA",5-7 years
4/26/2019 11:21:23,25-34,Non-profit,Educational Programs Manager,"$60,000",USD,"Fairfax, VA",8 - 10 years
4/26/2019 11:23:25,25-34,Architecture and Design,Strategist,"75,000",USD,"San Francisco, CA, USA",2 - 4 years
4/26/2019 11:23:49,25-34,Cannabis,Vice President,"$75,000",USD,"Chicago, IL, USA",8 - 10 years
4/26/2019 11:24:53,35-44,Consultancy,Senior Full Stack Developer,59875,EUR,"Utrecht, Netherlands",8 - 10 years
4/26/2019 11:24:57,65 or over,Non-profit R&D ,senior research engineer,155000,USD,Santa Clara/CA/USA,31 - 40 years
4/26/2019 11:25:53,45-54,Legal,IP Paralegal,60000,USD,Minneapolis Minnesota US,2 - 4 years
4/26/2019 11:27:12,25-34,Publishing,Senior Manager,"£41,000",GBP,London,8 - 10 years
4/26/2019 11:27:46,35-44,State government,Manager 1,59604,USD,"Nashville, TN",11 - 20 years
4/26/2019 11:30:02,25-34,Marketing,Assistant Account Executive,"32,000",CAD,"Windsor, Ontario, Canada",2 - 4 years
4/26/2019 11:32:01,25-34,Legal,Senior Marketing Coordinator,"58,000",USD,"Columbus, Ohio, USA",8 - 10 years
4/26/2019 11:32:37,35-44,Tech,Product Owner,"42,000",EUR,"Berlin, Germany",11 - 20 years
4/26/2019 11:33:00,25-34,Merchandising,Assistant Buyer,"67,000",USD,New York City,2 - 4 years
4/26/2019 11:33:02,35-44,Human Services,Program Manager,"42,500",USD,"Midwest, USA",8 - 10 years
4/26/2019 11:35:31,35-44,Religious nonprofit,Director of Religious Exploration,"53,000",USD,"Columbus, Ohio, USA ",8 - 10 years
4/26/2019 11:35:55,25-34,Nonprofit (as consultant),Implementation,85000,USD,"Boston, MA",11 - 20 years
4/26/2019 11:38:59,25-34,e-learning,Content Developer,58000,USD,"Chicago, Illinois USA",11 - 20 years
4/26/2019 11:39:54,25-34,Academia,Postgraduate Administrator,24000,GBP,United Kingdom (Leicester),8 - 10 years
4/26/2019 11:40:16,25-34,Clinical Research,Research Monitor,56000,USD,"Charlotte, NC, USA",5-7 years
4/26/2019 11:40:19,under 18,Customer Service,Concession Attendant ,"~12, 650$",CAD,"Fort St. John, BC, Canada",1 year or less
4/26/2019 11:40:59,25-34,Pharmaceutical ,HR Coordinator ,40000,USD,"Pittsburgh, PA, USA",5-7 years
4/26/2019 11:44:47,35-44,Finance,HR - Benefits Manager,"93,000",USD,"Madison, WI USA",21 - 30 years
4/26/2019 11:44:47,25-34,Legal,Associate attorney,64500,USD,"Missouri, USA",2 - 4 years
4/26/2019 11:45:11,18-24,Higher Education,Assistant Professor/Librarian,47500,USD,Mississippi,2 - 4 years
4/26/2019 11:46:06,35-44,Government,Court Planner,77850,USD,Connecticut,11 - 20 years
4/26/2019 11:46:12,35-44,Software Technology,Database Engineer,140000,USD,"Seattle, WA",11 - 20 years
4/26/2019 11:47:58,45-54,Federal Government,Senior IT Security Analyst,103000,CAD,"Ottawa, Canada",21 - 30 years
4/26/2019 11:48:27,45-54,Health care ,Sr. Director ,"120,000",USD,Columbus OH USA ,21 - 30 years
4/26/2019 11:50:03,35-44,Education,Teacher/Coach,"60,000",USD,Jacksonville/Florida/USA,11 - 20 years
4/26/2019 11:50:13,35-44,employment services,Trainer,"$49,000",USD,"St. Paul, MN",11 - 20 years
4/26/2019 11:50:39,18-24,Media,Features Editor,"21,000",GBP,UK,1 year or less
4/26/2019 11:54:33,35-44,Architecture,Architectural Associate,53000,USD,"Houston, TX",11 - 20 years
4/26/2019 11:54:48,25-34,Insurance,Workers’ Compensation Policy Analyst,"$43,000",USD,"Carmel, IN USA",2 - 4 years
4/26/2019 11:55:32,25-34,Adtech,Software Developer,92500,CAD,"Waterloo, Ontario, Canada",2 - 4 years
4/26/2019 11:55:47,25-34,Insurance,Sr Systems Engineer,115000,USD,"Portsmouth, NH",5-7 years
4/26/2019 11:56:12,25-34,Clinical trial marketing ,Senior marketing specialist ,75000,USD,"Wayne, PA",5-7 years
4/26/2019 11:57:07,25-34,Consulting,Manager,82500,USD,"London, UK",8 - 10 years
4/26/2019 11:57:16,25-34,Legal,Attorney,"$124,000",USD,Long Beach/CA/USA,8 - 10 years
4/26/2019 11:57:29,25-34,Financial Services,Product Manager,55000,GBP,"London, United Kingdom",5-7 years
4/26/2019 11:57:44,35-44,Healthcare/Research/Gov't,Nurse Practitioner,"115, 699",USD,"Washington, DC",11 - 20 years
4/26/2019 11:58:48,35-44,scientific research / government,Research Scientist,$64K,USD,"New York, NY USA",5-7 years
4/26/2019 11:59:01,55-64,Engineering,Quality Manager,"$200,000",USD,Seattle/WA/USA,21 - 30 years
4/26/2019 11:59:13,25-34,Tech,Software developer,97000,USD,"Portland, OR",2 - 4 years
4/26/2019 12:00:46,25-34,501(c)3 nonprofit - homeless services,Manager of Volunteer Programs,"50,000",USD,"Alexandria, VA, USA",5-7 years
4/26/2019 12:01:28,25-34,Public Relations,Account Executive,"$55,500",USD,"Washington, DC",2 - 4 years
4/26/2019 12:02:32,25-34,Education,Middle School Teacher,"384,000",Other,Mexico City,2 - 4 years
4/26/2019 12:03:37,35-44,Finance,Managing Director,600000,USD,Hong Kong,11 - 20 years
4/26/2019 12:03:39,25-34,Book publishing,Marketing Manager,64000,USD,"New York, NY, USA",5-7 years
4/26/2019 12:04:08,18-24,Aerospace,Systems engineer,36000,EUR,Finland,2 - 4 years
4/26/2019 12:04:38,35-44,,Research Project Manager,77000,USD,Palo Alto/California/USA,11 - 20 years
4/26/2019 12:05:28,25-34,Tech,Site Reliability Engineer,178000,USD,"San Francisco, CA",11 - 20 years
4/26/2019 12:07:55,45-54,IT Consulting,COO,350000,USD,"Texas, USA",21 - 30 years
4/26/2019 12:09:04,45-54,Veterinary medicine,Veterinarian,"85,000",USD,Atlanta GA USA,21 - 30 years
4/26/2019 12:09:24,35-44,Fintech ,Analytics manager ,165000,USD,San Jose ,8 - 10 years
4/26/2019 12:09:48,25-34,Tech/Urban Development,Planning Manager,"$110,000",USD,"New York City, New York, USA",11 - 20 years
4/26/2019 12:11:55,45-54,Sector,Mgr,120000,USD,,11 - 20 years
4/26/2019 12:12:03,25-34,Venture Capital,Director Finance,"150,000.00",USD,"New York City, NewYork, USA",8 - 10 years
4/26/2019 12:13:11,25-34,,Marketing Coordinator,48000,USD,,5-7 years
4/26/2019 12:13:25,25-34,Non-Profit,Professional Development Manager,61000,USD,Washington DC area,8 - 10 years
4/26/2019 12:14:32,25-34,Education,Accountant,57000,USD,"Kansas City, MO",2 - 4 years
4/26/2019 12:14:52,35-44,Finance,IT Manager,96000,USD,Omaha/NE/USA,11 - 20 years
4/26/2019 12:15:33,25-34,Legal,Business Development Strategist,70000,USD,"St. Louis, MO",5-7 years
4/26/2019 12:15:35,18-24,Defense,Systems Engineer,80000,USD,,1 year or less
4/26/2019 12:18:11,25-34,Non-profit,Systems Engineer,93000,USD,"New York, NY, USA",8 - 10 years
4/26/2019 12:18:28,25-34,IT Operations,IT Engineer - Mac SME,78000,USD,"Atlanta, GA United States",5-7 years
4/26/2019 12:18:31,25-34,Museums,Project Coordinator,"24,000 (20/hr week part-time) ",USD,"Cleveland, Ohio, USA",5-7 years
4/26/2019 12:20:31,25-34,Tech,User Experience Designer,"125,000",USD,Brooklyn/NY/USA,5-7 years
4/26/2019 12:22:01,25-34,Publishing,Office Services Associate,34000,USD,"Philadelphia, PA, USA",11 - 20 years
4/26/2019 12:22:43,25-34,Public Health,Grants Manager,"$78,000",USD,"Boston, MA USA",8 - 10 years
4/26/2019 12:22:56,25-34,It,Devops and Cloud engineer,29000,EUR,Bologna/Bologna/Italy,8 - 10 years
4/26/2019 12:23:48,35-44,Nonprofit,Meeting Coordinator,60000,USD,San Diego/CA/USA,11 - 20 years
4/26/2019 12:28:50,25-34,Hospital,Pharmacist,120000,CAD,Thunder Bay,5-7 years
4/26/2019 12:30:23,25-34,Hospitality,Digital marketing specialist,65000,USD,Boston/MA/USA,5-7 years
4/26/2019 12:32:08,25-34,Healthcare,Senior Auditor,87500,USD,Philadelphia PA USA,5-7 years
4/26/2019 12:32:31,25-34,software,quality assurance engineer,"69,173",USD,"north andover, MA, USA",8 - 10 years
4/26/2019 12:33:21,25-34,Nonprofit financial management,Financial Analyst,"51,500",USD,"Pittsburgh, PA, USA",8 - 10 years
4/26/2019 12:35:48,35-44,IT,Senior Systems Analyst,113850,USD,Greater NYC Area,8 - 10 years
4/26/2019 12:35:51,25-34,Nonprofit,Development Director,"92,000",USD,"Houston, TX",11 - 20 years
4/26/2019 12:35:09,25-34,Civil Engineering,Geotechnical Engineer,100000 + 5 to 10k bonus,USD,"Houston, TX, USA",8 - 10 years
4/26/2019 12:36:22,18-24,Retail ,Assistant manager ,"22,800",USD,Florida ,1 year or less
4/26/2019 12:36:33,45-54,Education,Adjunct instructor,10800,USD,Philadelphia,8 - 10 years
4/26/2019 12:36:45,25-34,Tech,Director of Engineering ,200000,USD,Los Angeles/CA/USA,11 - 20 years
4/26/2019 12:37:23,35-44,Beer Manufacturing ,Director of Human Resources,"46,000",USD,"Athens, OH United States ",5-7 years
4/26/2019 12:37:24,18-24,Publishing,Sales Assistant,"48,000",USD,"Cambridge, MA",2 - 4 years
4/26/2019 12:37:26,35-44,Information Technology ,Sr System Engineer ,174000,USD,CA/USA,8 - 10 years
4/26/2019 12:37:37,25-34,U.S. Federal Government,Chief Transportation Officer,119000,USD,"Washington, DC, USA",1 year or less
4/26/2019 12:37:45,35-44,Government,Engineer,115000,USD,"Philadelphia, PA, United States",8 - 10 years
4/26/2019 12:37:58,35-44,Beer Manufacturing ,Director of Human Resources,"46,000",USD,"Athens, OH United States ",5-7 years
4/26/2019 12:38:00,18-24,Retail ,Assistant manager ,"22,800",USD,Florida ,1 year or less
4/26/2019 12:38:01,25-34,Healthcare,HR/Benefits Specialist ,58000,USD,"Louisville, KY",5-7 years
4/26/2019 12:38:20,35-44,SaaS,Implementation Manager,"72,000",USD,"New York, NY US",11 - 20 years
4/26/2019 12:38:25,35-44,Gaming,Senior Design Manager,"213,000",USD,"Los Angeles, CA",11 - 20 years
4/26/2019 12:38:30,35-44,CPG,Account Manager,137000,USD,"Minneapolis, MN",8 - 10 years
4/26/2019 12:38:35,25-34,Human Resources,Human Resources Manager,"45,000",USD,,2 - 4 years
4/26/2019 12:38:37,25-34,Software,VP of Engineering,200000,USD,San Francisco,11 - 20 years
4/26/2019 12:38:53,25-34,Entertainment ,Actor/writer,40000,USD,Los angeles,5-7 years
4/26/2019 12:38:57,25-34,Hospitality,Senior Event Manager,"$58,950",USD,"Minneapolis, MN USA",8 - 10 years
4/26/2019 12:39:01,35-44,Design,Lead UX Designer,110000,USD,"Portland, Oregon, USA",5-7 years
4/26/2019 12:39:05,55-64,Healthcare,Nurse case manager ,90,USD,Dunelle/NJ/United States ,8 - 10 years
4/26/2019 12:39:08,18-24,IT ,Credentialed Trainer,"69,000",USD,"Hartford, CT, USA",2 - 4 years
4/26/2019 12:39:12,25-34,Public Health,Fellow,"54,000",USD,"Atlanta, GA",2 - 4 years
4/26/2019 12:39:25,25-34,Manufacturing,Senior buyer,56000,USD,West palm beach/ Florida/ United States ,5-7 years
4/26/2019 12:39:49,45-54,Telecommunications,Telecommunications Specialist,85000,USD,Chicago/Illinois/USA,31 - 40 years
4/26/2019 12:39:56,25-34,Finance,Sr. Finance Analyst ,90000,USD,Detroit,8 - 10 years
4/26/2019 12:40:04,35-44,Retail,System Engineer,103000,USD,"Seattle, WA, USA",5-7 years
4/26/2019 12:40:06,18-24,Logistics ,Logistics account executive ,"$35,000",USD,"Atlanta, Ga ",1 year or less
4/26/2019 12:40:17,35-44,Manufacturing ,Purchasing Ageny,36816,USD,Middleburg/PA/USA,2 - 4 years
4/26/2019 12:40:18,25-34,Education,Instructional coach,80000,USD,New York cit/NY/USA,8 - 10 years
4/26/2019 12:40:23,18-24,IT ,Credentialed Trainer,"69,000",USD,"Hartford, CT, USA",2 - 4 years
4/26/2019 12:40:29,35-44,Aviation,System administrator,80000,USD,"Erlanger, KY",5-7 years
4/26/2019 12:40:30,45-54,IT,VoIP Engineer,"$93,000.00",USD,,11 - 20 years
4/26/2019 12:40:34,35-44,Finance,Executive Director,250000,USD,"New York, NY",11 - 20 years
4/26/2019 12:40:50,25-34,Federal Consulting,Senior Consultant,100000,USD,"Arlington, VA, USA",5-7 years
4/26/2019 12:41:03,35-44,Government Contractor,User Experience,"103,000",USD,Baltimore/MD/USA,11 - 20 years
4/26/2019 12:41:11,55-64,Finance,Global Product Head,"350,000",USD,"Boston, MA",21 - 30 years
4/26/2019 12:41:12,25-34,Biotechnology ,Lead manufacturing engineer,93000,USD,"Milwaukee, WI USA",5-7 years
4/26/2019 12:41:30,45-54,Banking,SVP,1470000,USD,,21 - 30 years
4/26/2019 12:41:38,45-54,Gaming,Sr Tech Director,175000,USD,"San Francisco, CA",21 - 30 years
4/26/2019 12:41:41,45-54,Healthcare,Orthopedic Surgeon,"625,000",USD,Arizona,11 - 20 years
4/26/2019 12:41:58,18-24,Consulting,Associate,55000,USD,Boston,1 year or less
4/26/2019 12:42:09,25-34,Pharmaceutical ,Pharmacy technician ,35000,USD,"Boca Raton, FL USA",8 - 10 years
4/26/2019 12:42:13,35-44,Electrical Distribution,Outside Sales,"$135,000",USD,Honolulu/HI/Honolulu,8 - 10 years
4/26/2019 12:42:14,35-44,Government,Administrator,60000,USD,"York, PA, USA",11 - 20 years
4/26/2019 12:42:30,18-24,Fashion,Administrative Assistant,"29,000",USD,"New York, New York USA",1 year or less
4/26/2019 12:42:31,25-34,Telecommunications ,Cost Analyst,61256,USD,Denver/Colorado/USA,5-7 years
4/26/2019 12:42:52,55-64,,Cyber security researcher,137500,USD,Laurel md,31 - 40 years
4/26/2019 12:43:02,25-34,Technology,Senior Systems Integration Specialist,83000,USD,Chicago/Illinois/USA,2 - 4 years
4/26/2019 12:43:04,45-54,Manufacturing machine parts,Mechanical engineer,"89,000",USD,Cincinnati ohio,21 - 30 years
